Elapsed time(s),ECG(mV),peak,foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
2718.645,-0.082,,1.422,71.993,16.49,11.248
2718.71,-0.071,,1.422,71.993,16.49,11.274
2718.774,0.313,,1.422,71.993,16.49,11.27
2718.839,-0.06,,1.422,71.993,16.51,11.266
2718.903,0.031,,1.422,71.993,16.49,11.258
2718.968,0.229,,1.422,65.993,16.49,11.248
2719.032,0.494,,1.422,65.993,16.49,11.212
2719.097,0.061,,1.422,65.993,16.49,11.21
2719.161,-0.082,,1.423,65.993,16.49,11.244
2719.226,-0.095,,1.424,65.993,16.48,11.242
2719.29,-0.132,,1.423,65.993,16.47,11.192
2719.355,-0.144,,1.424,65.993,16.46,11.152
2719.419,-0.16,,1.424,65.993,16.46,11.172
2719.484,-0.169,,1.425,65.993,16.51,11.244
2719.548,-0.177,,1.425,65.993,16.51,11.322
2719.613,0.385,,1.427,65.993,16.49,11.454
2719.677,0.275,,1.427,65.993,16.49,11.534
2719.742,-0.322,,1.427,65.993,16.49,11.63
2719.806,-0.116,,1.427,69.993,16.49,11.784
2719.871,0.035,,1.425,69.993,16.49,11.978
2719.935,0.356,,1.427,69.993,16.48,12.176
2720,0.142,,1.427,69.993,16.48,12.188
2720.065,-0.167,,1.427,69.993,16.48,12.382
2720.129,-0.194,,1.427,69.993,16.48,12.406
2720.194,-0.214,,1.427,69.993,16.48,12.36
2720.258,-0.209,,1.427,69.993,16.48,12.336
2720.323,-0.198,,1.427,69.993,16.48,12.33
2720.387,-0.165,,1.427,69.993,16.48,12.348
2720.452,-0.357,,1.427,69.993,16.47,12.29
2720.516,-0.344,,1.427,69.993,16.48,12.244
2720.581,-0.092,,1.427,69.993,16.48,12.156
2720.645,0.027,,1.427,69.993,16.47,12.054
2720.71,0.295,,1.427,69.993,16.48,11.926
2720.774,0.381,,1.427,69.993,16.48,11.682
2720.839,-0.06,,1.427,69.993,16.48,11.676
2720.903,-0.097,,1.427,69.993,16.48,11.576
2720.968,-0.114,,1.427,69.993,16.49,11.474
2721.032,-0.133,,1.427,69.993,16.48,11.44
2721.097,-0.135,,1.427,69.993,16.49,11.398
2721.161,-0.136,,1.427,69.993,16.49,11.36
2721.226,-0.11,,1.427,69.993,16.48,11.294
2721.29,0.003,,1.427,69.993,16.49,11.318
2721.355,0.186,,1.429,69.993,16.49,11.306
2721.419,-0.076,,1.429,69.993,16.49,11.292
2721.484,0.021,,1.429,69.993,16.51,11.282
2721.548,0.244,,1.429,69.993,16.49,11.294
2721.613,0.446,,1.429,69.993,16.49,11.266
2721.677,-0.015,,1.429,69.993,16.49,11.268
2721.742,-0.108,,1.43,69.993,16.48,11.244
2721.806,-0.111,,1.432,69.993,16.48,11.188
2721.871,-0.137,,1.432,69.993,16.48,11.184
2721.935,-0.139,,1.432,69.993,16.49,11.182
2722,-0.142,,1.432,69.993,16.49,11.174
2722.065,-0.146,,1.432,69.993,16.49,11.192
2722.129,-0.157,,1.433,69.993,16.51,11.206
2722.194,-0.145,,1.434,69.993,16.49,11.224
2722.258,0.276,,1.434,69.993,16.49,11.28
2722.323,-0.191,,1.434,69.993,16.49,11.346
2722.387,-0.132,,1.434,69.993,16.49,11.454
2722.452,-0.022,,1.437,61.994,16.49,11.574
2722.516,0.232,,1.437,61.994,16.49,11.702
2722.581,0.363,,1.437,61.994,16.49,11.776
2722.645,-0.1,,1.439,61.994,16.51,11.928
2722.71,-0.17,,1.442,61.994,16.49,11.96
2722.774,-0.2,,1.443,61.994,16.49,12.026
2722.839,-0.205,,1.445,61.994,16.48,12.118
2722.903,-0.21,,1.447,61.994,16.48,12.242
2722.968,-0.195,,1.449,61.994,16.48,12.302
2723.032,-0.183,,1.453,61.994,16.48,12.43
2723.097,0.393,,1.454,61.994,16.48,12.436
2723.161,-0.288,,1.455,61.994,16.48,12.408
2723.226,-0.059,,1.457,61.994,16.48,12.322
2723.29,0.105,,1.457,73.993,16.48,12.228
2723.355,0.431,,1.457,73.993,16.48,12.162
2723.419,0.169,,1.457,73.993,16.48,12.068
2723.484,-0.094,,1.459,73.993,16.48,11.978
2723.548,-0.099,,1.459,73.993,16.48,11.928
2723.613,-0.116,,1.459,73.993,16.47,11.792
2723.677,-0.122,,1.46,73.993,16.48,11.658
2723.742,-0.114,,1.462,73.993,16.48,11.626
2723.806,-0.093,,1.462,73.993,16.48,11.528
2723.871,-0.105,,1.462,73.993,16.49,11.502
2723.935,0.427,,1.462,73.993,16.49,11.528
2724,-0.12,,1.464,73.993,16.49,11.536
2724.065,0.015,,1.464,73.993,16.49,11.532
2724.129,0.186,,1.464,73.993,16.49,11.502
2724.194,0.502,,1.464,73.993,16.49,11.432
2724.258,0.128,,1.464,73.993,16.49,11.428
2724.323,-0.083,,1.464,71.993,16.49,11.362
2724.387,-0.076,,1.467,71.993,16.49,11.346
2724.452,-0.094,,1.467,71.993,16.49,11.326
2724.516,-0.083,,1.467,71.993,16.48,11.324
2724.581,-0.104,,1.467,71.993,16.49,11.328
2724.645,-0.097,,1.467,71.993,16.48,11.314
2724.71,-0.083,,1.468,71.993,16.48,11.31
2724.774,-0.066,,1.469,71.993,16.49,11.276
2724.839,0.539,,1.469,71.993,16.49,11.308
2724.903,-0.27,,1.469,71.993,16.49,11.26
2724.968,-0.009,,1.469,71.993,16.49,11.264
2725.032,0.109,,1.469,71.993,16.49,11.284
2725.097,0.393,,1.469,71.993,16.49,11.29
2725.161,0.35,,1.469,71.993,16.49,11.28
2725.226,-0.053,,1.469,71.993,16.49,11.262
2725.29,-0.094,,1.469,63.994,16.49,11.242
2725.355,-0.118,,1.469,63.994,16.49,11.2
2725.419,-0.139,,1.469,63.994,16.49,11.172
2725.484,-0.15,,1.469,63.994,16.49,11.218
2725.548,-0.174,,1.469,63.994,16.49,11.296
2725.613,-0.18,,1.469,63.994,16.49,11.376
2725.677,-0.162,,1.47,63.994,16.49,11.474
2725.742,-0.201,,1.472,63.994,16.48,11.582
2725.806,0.283,,1.472,63.994,16.48,11.686
2725.871,-0.198,,1.472,63.994,16.48,11.664
2725.935,-0.08,,1.472,63.994,16.48,11.83
2726,0.109,,1.472,63.994,16.48,11.982
2726.065,0.404,,1.472,63.994,16.48,11.972
2726.129,0.009,,1.472,63.994,16.48,12.228
2726.194,-0.172,,1.472,63.994,16.48,12.318
2726.258,-0.198,,1.472,63.994,16.48,12.362
2726.323,-0.222,,1.472,63.994,16.48,12.362
2726.387,-0.212,,1.472,63.994,16.48,12.412
2726.452,-0.183,,1.472,63.994,16.48,12.488
2726.516,-0.166,,1.472,63.994,16.47,12.53
2726.581,0.462,,1.472,63.994,16.48,12.564
2726.645,-0.315,,1.472,63.994,16.48,12.526
2726.71,-0.036,,1.472,63.994,16.48,12.374
2726.774,0.109,,1.472,74.993,16.47,12.25
2726.839,0.41,,1.472,74.993,16.48,12.106
2726.903,0.256,,1.472,74.993,16.48,11.946
2726.968,-0.072,,1.472,74.993,16.47,11.83
2727.032,-0.079,,1.473,74.993,16.49,11.778
2727.097,-0.097,,1.474,74.993,16.48,11.696
2727.161,-0.1,,1.474,74.993,16.49,11.584
2727.226,-0.097,,1.474,74.993,16.49,11.526
2727.29,-0.095,,1.473,74.993,16.48,11.432
2727.355,-0.072,,1.474,74.993,16.48,11.378
2727.419,-0.097,,1.473,74.993,16.47,11.35
2727.484,0.392,,1.474,74.993,16.47,11.36
2727.548,-0.068,,1.472,74.993,16.47,11.352
2727.613,0.026,,1.472,74.993,16.47,11.326
2727.677,0.216,,1.472,74.993,16.48,11.31
2727.742,0.499,,1.472,74.993,16.47,11.286
2727.806,0.094,,1.472,74.993,16.47,11.316
2727.871,-0.064,,1.472,67.993,16.48,11.316
2727.935,-0.078,,1.472,67.993,16.48,11.348
2728,-0.1,,1.472,67.993,16.47,11.33
2728.065,-0.099,,1.472,67.993,16.48,11.254
2728.129,-0.101,,1.472,67.993,16.48,11.246
2728.194,-0.099,,1.473,67.993,16.48,11.246
2728.258,-0.086,,1.474,67.993,16.48,11.288
2728.323,-0.085,,1.472,67.993,16.47,11.288
2728.387,0.435,,1.472,67.993,16.47,11.318
2728.452,-0.201,,1.472,67.993,16.47,11.312
2728.516,-0.03,,1.472,67.993,16.47,11.352
2728.581,0.104,,1.473,64.994,16.48,11.378
2728.645,0.422,,1.472,64.994,16.47,11.446
2728.71,0.176,,1.473,64.994,16.47,11.532
2728.774,-0.126,,1.474,64.994,16.47,11.572
2728.839,-0.152,,1.474,64.994,16.47,11.596
2728.903,-0.181,,1.474,64.994,16.48,11.688
2728.968,-0.19,,1.474,64.994,16.47,11.804
2729.032,-0.208,,1.474,64.994,16.48,11.92
2729.097,-0.189,,1.474,64.994,16.48,12.01
2729.161,-0.127,,1.474,64.994,16.48,12.152
2729.226,0.129,,1.474,64.994,16.48,12.252
2729.29,-0.173,,1.474,64.994,16.48,12.286
2729.355,-0.066,,1.474,64.994,16.48,12.374
2729.419,0.17,,1.474,72.993,16.48,12.414
2729.484,0.383,,1.474,72.993,16.48,12.432
2729.548,-0.055,,1.474,72.993,16.47,12.428
2729.613,-0.159,,1.474,72.993,16.47,12.482
2729.677,-0.169,,1.474,72.993,16.46,12.436
2729.742,-0.175,,1.474,72.993,16.47,12.394
2729.806,-0.16,,1.474,72.993,16.47,12.306
2729.871,-0.132,,1.474,72.993,16.47,12.236
2729.935,0.486,,1.474,72.993,16.48,12.184
2730,-0.31,,1.473,72.993,16.48,12.114
2730.065,-0.043,,1.474,72.993,16.49,12.074
2730.129,0.096,,1.474,79.992,16.49,11.988
2730.194,0.417,,1.473,79.992,16.49,11.894
2730.258,0.236,,1.474,79.992,16.48,11.832
2730.323,-0.083,,1.474,79.992,16.47,11.75
2730.387,-0.077,,1.474,79.992,16.48,11.7
2730.452,-0.095,,1.472,79.992,16.48,11.614
2730.516,-0.1,,1.474,79.992,16.48,11.55
2730.581,-0.093,,1.473,79.992,16.48,11.51
2730.645,-0.07,,1.472,79.992,16.48,11.48
2730.71,0.271,,1.472,79.992,16.48,11.46
2730.774,-0.001,,1.472,79.992,16.48,11.43
2730.839,-0.024,,1.472,79.992,16.48,11.402
2730.903,0.071,,1.472,79.992,16.48,11.406
2730.968,0.342,,1.472,79.992,16.47,11.394
2731.032,0.422,,1.472,79.992,16.48,11.414
2731.097,-0.017,,1.472,79.992,16.48,11.438
2731.161,-0.052,,1.472,74.993,16.48,11.45
2731.226,-0.074,,1.472,74.993,16.48,11.392
2731.29,-0.093,,1.474,74.993,16.48,11.326
2731.355,-0.104,,1.474,74.993,16.48,11.35
2731.419,-0.105,,1.474,74.993,16.48,11.294
2731.484,-0.097,,1.474,74.993,16.48,11.338
2731.548,-0.127,,1.474,74.993,16.48,11.37
2731.613,0.373,,1.473,74.993,16.48,11.416
2731.677,-0.168,,1.473,74.993,16.48,11.466
2731.742,-0.044,,1.474,74.993,16.48,11.472
2731.806,0.125,,1.474,68.993,16.48,11.566
2731.871,0.422,,1.474,68.993,16.48,11.664
2731.935,0.053,,1.474,68.993,16.49,11.774
2732,-0.143,,1.472,68.993,16.48,11.916
2732.065,-0.161,,1.473,68.993,16.48,12.014
2732.129,-0.187,,1.474,68.993,16.47,12.112
2732.194,-0.194,,1.474,68.993,16.48,12.168
2732.258,-0.2,,1.473,68.993,16.48,12.232
2732.323,-0.183,,1.473,68.993,16.48,12.248
2732.387,-0.093,,1.473,68.993,16.48,12.258
2732.452,0.127,,1.473,68.993,16.48,12.294
2732.516,-0.137,,1.473,68.993,16.47,12.37
2732.581,-0.029,,1.472,68.993,16.48,12.442
2732.645,0.212,,1.473,71.993,16.48,12.482
2732.71,0.397,,1.472,71.993,16.47,12.486
2732.774,-0.033,,1.472,71.993,16.48,12.424
2732.839,-0.109,,1.472,71.993,16.48,12.34
2732.903,-0.127,,1.472,71.993,16.48,12.216
2732.968,-0.126,,1.472,71.993,16.47,12.108
2733.032,-0.116,,1.472,71.993,16.48,12
2733.097,-0.097,,1.472,71.993,16.47,11.918
2733.161,-0.072,,1.472,71.993,16.47,11.856
2733.226,-0.099,,1.472,71.993,16.47,11.758
2733.29,0.422,,1.472,71.993,16.47,11.704
2733.355,-0.067,,1.472,71.993,16.47,11.678
2733.419,0.041,,1.472,71.993,16.47,11.626
2733.484,0.224,,1.472,71.993,16.47,11.574
2733.548,0.505,,1.472,71.993,16.47,11.54
2733.613,0.109,,1.472,71.993,16.47,11.498
2733.677,-0.05,,1.472,69.993,16.47,11.484
2733.742,-0.045,,1.472,69.993,16.47,11.46
2733.806,-0.054,,1.472,69.993,16.47,11.398
2733.871,-0.083,,1.472,69.993,16.47,11.368
2733.935,-0.074,,1.472,69.993,16.47,11.352
2734,-0.069,,1.472,69.993,16.47,11.34
2734.065,-0.069,,1.472,69.993,16.47,11.316
2734.129,-0.037,,1.469,69.993,16.47,11.318
2734.194,0.524,,1.469,69.993,16.47,11.324
2734.258,-0.17,,1.469,69.993,16.47,11.276
2734.323,0.036,,1.469,69.993,16.47,11.242
2734.387,0.166,,1.469,69.993,16.48,11.246
2734.452,0.459,,1.469,69.993,16.47,11.252
2734.516,0.274,,1.469,69.993,16.48,11.222
2734.581,-0.058,,1.469,64.994,16.48,11.216
2734.645,-0.077,,1.469,64.994,16.48,11.27
2734.71,-0.11,,1.469,64.994,16.48,11.2
2734.774,-0.133,,1.469,64.994,16.48,11.22
2734.839,-0.143,,1.469,64.994,16.48,11.306
2734.903,-0.15,,1.469,64.994,16.48,11.38
2734.968,-0.162,,1.469,64.994,16.48,11.484
2735.032,-0.159,,1.469,64.994,16.48,11.542
2735.097,-0.162,,1.469,64.994,16.48,11.65
2735.161,0.342,,1.469,64.994,16.49,11.704
2735.226,-0.203,,1.469,64.994,16.48,11.83
2735.29,-0.051,,1.468,64.994,16.48,11.954
2735.355,0.116,,1.468,62.994,16.47,11.988
2735.419,0.435,,1.467,62.994,16.48,12.128
2735.484,0.108,,1.467,62.994,16.48,12.218
2735.548,-0.123,,1.467,62.994,16.48,12.166
2735.613,-0.142,,1.467,62.994,16.48,12.26
2735.677,-0.163,,1.467,62.994,16.48,12.222
2735.742,-0.166,,1.467,62.994,16.47,12.274
2735.806,-0.143,,1.467,62.994,16.48,12.286
2735.871,-0.134,,1.467,62.994,16.49,12.268
2735.935,-0.104,,1.467,62.994,16.48,12.244
2736,0.438,,1.467,62.994,16.47,12.154
2736.065,-0.223,,1.467,62.994,16.47,12.084
2736.129,-0.026,,1.467,62.994,16.47,12.01
2736.194,0.091,,1.467,62.994,16.47,11.924
2736.258,0.377,,1.467,62.994,16.48,11.892
2736.323,0.404,,1.467,62.994,16.47,11.788
2736.387,-0.026,,1.467,62.994,16.46,11.71
2736.452,-0.059,,1.467,67.993,16.46,11.648
2736.516,-0.076,,1.465,67.993,16.45,11.528
2736.581,-0.089,,1.464,67.993,16.45,11.448
2736.645,-0.087,,1.464,67.993,16.45,11.466
2736.71,-0.075,,1.464,67.993,16.46,11.464
2736.774,-0.066,,1.464,67.993,16.46,11.456
2736.839,-0.06,,1.464,67.993,16.46,11.534
2736.903,-0.048,,1.464,67.993,16.46,11.498
2736.968,0.477,,1.464,67.993,16.46,11.412
2737.032,-0.131,,1.464,67.993,16.46,11.328
2737.097,0.04,,1.464,67.993,16.46,11.294
2737.161,0.187,,1.464,67.993,16.46,11.274
2737.226,0.493,,1.464,67.993,16.46,11.256
2737.29,0.254,,1.464,67.993,16.46,11.268
2737.355,-0.031,,1.464,62.994,16.46,11.274
2737.419,-0.044,,1.463,62.994,16.45,11.242
2737.484,-0.08,,1.463,62.994,16.45,11.24
2737.548,-0.099,,1.462,62.994,16.45,11.194
2737.613,-0.111,,1.462,62.994,16.46,11.176
2737.677,-0.117,,1.462,62.994,16.47,11.17
2737.742,-0.124,,1.462,62.994,16.46,11.27
2737.806,-0.134,,1.462,62.994,16.43,11.27
2737.871,-0.114,,1.462,62.994,16.43,11.354
2737.935,0.482,,1.462,62.994,16.43,11.478
2738,-0.317,,1.462,62.994,16.43,11.518
2738.065,-0.07,,1.462,62.994,16.43,11.58
2738.129,0.048,,1.459,59.994,16.46,11.644
2738.194,0.35,,1.46,59.994,16.47,11.724
2738.258,0.27,,1.462,59.994,16.46,11.824
2738.323,-0.13,,1.459,59.994,16.46,11.892
2738.387,-0.159,,1.459,59.994,16.46,11.976
2738.452,-0.189,,1.459,59.994,16.46,12.042
2738.516,-0.203,,1.459,59.994,16.45,12.098
2738.581,-0.208,,1.459,59.994,16.46,12.148
2738.645,-0.206,,1.459,59.994,16.46,12.2
2738.71,-0.199,,1.459,59.994,16.46,12.268
2738.774,-0.177,,1.459,59.994,16.47,12.256
2738.839,0.376,,1.459,59.994,16.47,12.308
2738.903,-0.247,,1.459,59.994,16.46,12.398
2738.968,-0.042,,1.459,59.994,16.46,12.356
2739.032,0.128,,1.457,66.993,16.46,12.298
2739.097,0.438,,1.457,66.993,16.45,12.232
2739.161,0.173,,1.458,66.993,16.46,12.128
2739.226,-0.068,,1.457,66.993,16.46,12.066
2739.29,-0.08,,1.457,66.993,16.46,11.962
2739.355,-0.098,,1.457,66.993,16.46,11.886
2739.419,-0.107,,1.457,66.993,16.46,11.748
2739.484,-0.095,,1.457,66.993,16.47,11.624
2739.548,-0.097,,1.457,66.993,16.46,11.522
2739.613,-0.085,,1.457,66.993,16.46,11.486
2739.677,-0.07,,1.457,66.993,16.46,11.446
2739.742,0.5,,1.457,66.993,16.46,11.384
2739.806,-0.207,,1.457,66.993,16.46,11.444
2739.871,0.006,,1.457,66.993,16.47,11.512
2739.935,0.147,,1.457,66.993,16.47,11.406
2740,0.466,,1.457,66.993,16.47,11.52
2740.065,0.287,,1.457,66.993,16.46,11.512
2740.129,-0.044,,1.457,64.994,16.46,11.472
2740.194,-0.054,,1.457,64.994,16.45,11.424
2740.258,-0.067,,1.457,64.994,16.45,11.386
2740.323,-0.075,,1.457,64.994,16.45,11.358
2740.387,-0.069,,1.454,64.994,16.43,11.294
2740.452,-0.065,,1.454,64.994,16.45,11.306
2740.516,-0.067,,1.454,64.994,16.45,11.264
2740.581,-0.071,,1.454,64.994,16.45,11.202
2740.645,-0.034,,1.454,64.994,16.45,11.228
2740.71,0.56,,1.454,64.994,16.46,11.226
2740.774,-0.222,,1.454,64.994,16.47,11.206
2740.839,0.039,,1.454,64.994,16.47,11.206
2740.903,0.147,,1.454,64.994,16.46,11.166
2740.968,0.412,,1.454,64.994,16.46,11.114
2741.032,0.364,,1.453,64.994,16.46,11.056
2741.097,-0.03,,1.453,64.994,16.47,11.042
2741.161,-0.072,,1.453,60.994,16.46,11.082
2741.226,-0.109,,1.452,60.994,16.47,11.126
2741.29,-0.131,,1.452,60.994,16.47,11.164
2741.355,-0.137,,1.452,60.994,16.47,11.242
2741.419,-0.147,,1.452,60.994,16.47,11.268
2741.484,-0.145,,1.452,60.994,16.46,11.316
2741.548,-0.161,,1.452,60.994,16.46,11.416
2741.613,-0.14,,1.452,60.994,16.45,11.514
2741.677,0.474,,1.452,60.994,16.45,11.622
2741.742,-0.333,,1.452,60.994,16.45,11.746
2741.806,-0.073,,1.452,60.994,16.45,11.842
2741.871,0.058,,1.45,61.994,16.45,11.916
2741.935,0.359,,1.452,61.994,16.46,11.982
2742,0.31,,1.449,61.994,16.45,12.058
2742.065,-0.091,,1.449,61.994,16.45,12.118
2742.129,-0.117,,1.449,61.994,16.45,12.162
2742.194,-0.136,,1.449,61.994,16.45,12.168
2742.258,-0.137,,1.45,61.994,16.45,12.162
2742.323,-0.134,,1.449,61.994,16.46,12.17
2742.387,-0.12,,1.449,61.994,16.46,12.136
2742.452,-0.086,,1.449,61.994,16.46,12.11
2742.516,-0.08,,1.449,61.994,16.46,12.066
2742.581,0.3,,1.449,61.994,16.45,11.982
2742.645,-0.07,,1.449,61.994,16.46,11.912
2742.71,0.025,,1.449,61.994,16.46,11.85
2742.774,0.237,,1.449,67.993,16.45,11.784
2742.839,0.47,,1.449,67.993,16.46,11.728
2742.903,0.039,,1.449,67.993,16.46,11.708
2742.968,-0.094,,1.448,67.993,16.45,11.652
2743.032,-0.106,,1.447,67.993,16.45,11.604
2743.097,-0.118,,1.447,67.993,16.45,11.538
2743.161,-0.115,,1.447,67.993,16.45,11.484
2743.226,-0.112,,1.447,67.993,16.45,11.48
2743.29,-0.097,,1.447,67.993,16.45,11.466
2743.355,-0.091,,1.447,67.993,16.45,11.476
2743.419,-0.102,,1.447,67.993,16.45,11.438
2743.484,0.394,,1.447,67.993,16.45,11.408
2743.548,-0.108,,1.447,67.993,16.45,11.412
2743.613,0.021,,1.447,67.993,16.45,11.412
2743.677,0.189,,1.445,64.994,16.45,11.402
2743.742,0.47,,1.447,64.994,16.45,11.41
2743.806,0.162,,1.445,64.994,16.45,11.394
2743.871,-0.056,,1.445,64.994,16.45,11.352
2743.935,-0.076,,1.444,64.994,16.45,11.31
2744,-0.1,,1.444,64.994,16.46,11.298
2744.065,-0.116,,1.444,64.994,16.46,11.242
2744.129,-0.12,,1.444,64.994,16.46,11.198
2744.194,-0.121,,1.444,64.994,16.46,11.222
2744.258,-0.132,,1.444,64.994,16.45,11.226
2744.323,-0.139,,1.444,64.994,16.45,11.204
2744.387,-0.152,,1.444,64.994,16.45,11.26
2744.452,0.31,,1.444,64.994,16.45,11.326
2744.516,-0.149,,1.444,64.994,16.45,11.354
2744.581,-0.056,,1.442,64.994,16.45,11.46
2744.645,0.126,,1.443,61.994,16.45,11.562
2744.71,0.414,,1.442,61.994,16.43,11.654
2744.774,0.038,,1.442,61.994,16.43,11.75
2744.839,-0.164,,1.443,61.994,16.43,11.878
2744.903,-0.187,,1.447,61.994,16.43,11.95
2744.968,-0.223,,1.447,61.994,16.43,12.034
2745.032,-0.229,,1.447,61.994,16.43,12.094
2745.097,-0.229,,1.447,61.994,16.43,12.138
2745.161,-0.218,,1.447,61.994,16.43,12.214
2745.226,-0.196,,1.447,61.994,16.43,12.268
2745.29,0.404,,1.444,61.994,16.43,12.322
2745.355,-0.335,,1.445,61.994,16.43,12.354
2745.419,-0.069,,1.444,61.994,16.42,12.354
2745.484,0.083,,1.444,68.993,16.43,12.342
2745.548,0.388,,1.444,68.993,16.43,12.278
2745.613,0.03,,1.444,68.993,16.43,12.17
2745.677,-0.106,,1.444,68.993,16.43,12.112
2745.742,-0.113,,1.444,68.993,16.43,12
2745.806,-0.144,,1.444,68.993,16.42,11.838
2745.871,-0.141,,1.444,68.993,16.42,11.742
2745.935,-0.134,,1.444,68.993,16.42,11.612
2746,-0.126,,1.444,68.993,16.43,11.61
2746.065,-0.12,,1.444,68.993,16.42,11.57
2746.129,-0.093,,1.444,68.993,16.43,11.536
2746.194,0.442,,1.444,68.993,16.43,11.516
2746.258,-0.168,,1.443,68.993,16.43,11.462
2746.323,-0.004,,1.442,68.993,16.42,11.472
2746.387,0.149,,1.442,68.993,16.42,11.488
2746.452,0.464,,1.442,68.993,16.42,11.446
2746.516,0.217,,1.442,68.993,16.42,11.43
2746.581,-0.064,,1.442,66.993,16.42,11.374
2746.645,-0.082,,1.442,66.993,16.42,11.312
2746.71,-0.091,,1.442,66.993,16.42,11.236
2746.774,-0.103,,1.442,66.993,16.42,11.17
2746.839,-0.091,,1.442,66.993,16.42,11.16
2746.903,-0.09,,1.442,66.993,16.42,11.15
2746.968,-0.089,,1.442,66.993,16.42,11.142
2747.032,-0.071,,1.439,66.993,16.42,11.1
2747.097,0.074,,1.442,66.993,16.42,11.05
2747.161,0.175,,1.439,66.993,16.42,11.03
2747.226,-0.027,,1.439,66.993,16.42,10.998
2747.29,0.023,,1.439,66.993,16.41,10.966
2747.355,0.237,,1.439,62.994,16.41,10.936
2747.419,0.432,,1.439,62.994,16.41,10.936
2747.484,-0.015,,1.439,62.994,16.41,10.958
2747.548,-0.126,,1.439,62.994,16.41,11.05
2747.613,-0.164,,1.439,62.994,16.41,11.142
2747.677,-0.188,,1.439,62.994,16.41,11.216
2747.742,-0.193,,1.439,62.994,16.41,11.312
2747.806,-0.191,,1.439,62.994,16.41,11.424
2747.871,-0.203,,1.439,62.994,16.41,11.56
2747.935,-0.204,,1.439,62.994,16.4,11.688
2748,-0.182,,1.437,62.994,16.4,11.768
2748.065,0.407,,1.437,62.994,16.4,11.866
2748.129,-0.373,,1.437,62.994,16.4,11.934
2748.194,-0.116,,1.437,62.994,16.4,11.99
2748.258,0.015,,1.437,63.994,16.4,12.092
2748.323,0.322,,1.437,63.994,16.38,12.148
2748.387,0.227,,1.437,63.994,16.4,12.2
2748.452,-0.131,,1.434,63.994,16.4,12.218
2748.516,-0.159,,1.434,63.994,16.4,12.256
2748.581,-0.18,,1.434,63.994,16.4,12.276
2748.645,-0.174,,1.435,63.994,16.4,12.184
2748.71,-0.163,,1.434,63.994,16.38,12.136
2748.774,-0.149,,1.434,63.994,16.4,12.12
2748.839,-0.115,,1.434,63.994,16.4,12.018
2748.903,-0.088,,1.434,63.994,16.4,11.932
2748.968,0.289,,1.434,63.994,16.4,11.848
2749.032,-0.073,,1.434,63.994,16.4,11.732
2749.097,0.017,,1.434,63.994,16.4,11.636
2749.161,0.237,,1.434,67.993,16.41,11.558
2749.226,0.475,,1.432,67.993,16.41,11.486
2749.29,0.038,,1.433,67.993,16.4,11.464
2749.355,-0.086,,1.432,67.993,16.41,11.448
2749.419,-0.101,,1.432,67.993,16.41,11.4
2749.484,-0.108,,1.432,67.993,16.41,11.376
2749.548,-0.109,,1.432,67.993,16.41,11.348
2749.613,-0.108,,1.432,67.993,16.4,11.306
2749.677,-0.1,,1.432,67.993,16.41,11.284
2749.742,-0.099,,1.43,67.993,16.4,11.278
2749.806,-0.073,,1.432,67.993,16.4,11.28
2749.871,0.131,,1.429,67.993,16.4,11.302
2749.935,0.144,,1.429,67.993,16.4,11.288
2750,-0.018,,1.429,67.993,16.4,11.264
2750.065,0.075,,1.429,67.993,16.41,11.278
2750.129,0.307,,1.429,67.993,16.41,11.238
2750.194,0.495,,1.429,67.993,16.41,11.18
2750.258,0.042,,1.429,67.993,16.41,11.15
2750.323,-0.053,,1.429,62.994,16.41,11.142
2750.387,-0.075,,1.428,62.994,16.41,11.112
2750.452,-0.096,,1.427,62.994,16.41,11.084
2750.516,-0.122,,1.427,62.994,16.4,11.098
2750.581,-0.131,,1.427,62.994,16.4,11.098
2750.645,-0.137,,1.427,62.994,16.41,11.078
2750.71,-0.132,,1.427,62.994,16.4,11.13
2750.774,-0.142,,1.427,62.994,16.4,11.198
2750.839,-0.149,,1.427,62.994,16.4,11.278
2750.903,0.316,,1.427,62.994,16.4,11.376
2750.968,-0.157,,1.427,62.994,16.4,11.446
2751.032,-0.054,,1.427,62.994,16.4,11.53
2751.097,0.132,,1.427,59.994,16.4,11.636
2751.161,0.437,,1.427,59.994,16.4,11.746
2751.226,0.059,,1.425,59.994,16.4,11.88
2751.29,-0.143,,1.424,59.994,16.4,11.978
2751.355,-0.172,,1.424,59.994,16.41,12.042
2751.419,-0.199,,1.424,59.994,16.4,12.096
2751.484,-0.188,,1.424,59.994,16.4,12.13
2751.548,-0.166,,1.424,59.994,16.41,12.184
2751.613,-0.157,,1.424,59.994,16.41,12.276
2751.677,-0.118,,1.424,59.994,16.41,12.306
2751.742,0.142,,1.424,59.994,16.41,12.282
2751.806,0.051,,1.424,59.994,16.41,12.168
2751.871,-0.073,,1.424,59.994,16.41,12.046
2751.935,0.028,,1.424,66.993,16.41,11.96
2752,0.277,,1.424,66.993,16.42,11.874
2752.065,0.439,,1.424,66.993,16.42,11.792
2752.129,-0.005,,1.424,66.993,16.42,11.71
2752.194,-0.082,,1.424,66.993,16.42,11.612
2752.258,-0.096,,1.424,66.993,16.41,11.512
2752.323,-0.112,,1.423,66.993,16.41,11.426
2752.387,-0.11,,1.424,66.993,16.41,11.326
