Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
2894.194,-0.254,0.891,10.725,100,10.51,32.02
2894.258,-0.261,0.847,10.728,100,10.52,32.09
2894.323,-0.204,0.951,10.733,100,10.51,32.08
2894.387,-0.218,0.847,10.735,100,10.5,32.05
2894.452,-0.325,0.795,10.74,100,10.5,32.33
2894.516,-0.043,0.883,10.745,100,10.5,32.57
2894.581,-0.262,0.865,10.749,100,10.5,32.36
2894.645,-0.139,0.808,10.755,100,10.5,31.76
2894.71,0.04,0.821,10.761,100,10.51,31.08
2894.774,-0.209,0.865,10.768,100,10.5,30.69
2894.839,-0.277,0.865,10.776,100,10.51,30.34
2894.903,-0.24,0.917,10.783,100,10.51,30.15
2894.968,-0.169,0.919,10.79,100,10.49,30.06
2895.032,-0.292,0.847,10.797,100,10.5,29.95
2895.097,0.018,0.899,10.803,100,10.5,30.24
2895.161,-0.337,0.88,10.811,100,10.5,30.18
2895.226,-0.206,0.932,10.818,100,10.5,29.74
2895.29,0.037,0.852,10.822,97,10.5,29.38
2895.355,-0.016,0.816,10.83,97,10.5,29.22
2895.419,-0.209,0.728,10.835,97,10.51,29.3
2895.484,-0.202,0.787,10.837,97,10.5,29.22
2895.548,-0.188,0.888,10.841,97,10.5,28.98
2895.613,-0.116,0.725,10.845,97,10.5,28.81
2895.677,-0.208,0.824,10.847,97,10.5,28.75
2895.742,0.075,0.901,10.85,97,10.5,28.72
2895.806,-0.246,0.847,10.857,97,10.5,28.61
2895.871,-0.117,0.88,10.868,97,10.5,28.49
2895.935,0.118,0.893,10.876,93,10.5,28.49
2896,0.057,0.976,10.876,93,10.5,28.57
2896.065,-0.136,0.873,10.871,93,10.5,28.68
2896.129,-0.124,0.811,10.868,93,10.5,28.79
2896.194,-0.105,0.852,10.867,93,10.5,28.73
2896.258,-0.044,0.935,10.866,93,10.49,28.53
2896.323,-0.123,0.896,10.864,93,10.5,28.32
2896.387,-0.008,0.715,10.863,93,10.5,28.11
2896.452,-0.063,0.837,10.863,93,10.5,27.95
2896.516,-0.076,0.86,10.862,93,10.5,27.88
2896.581,0.092,0.868,10.861,93,10.5,27.92
2896.645,0.203,0.893,10.859,93,10.5,27.81
2896.71,-0.066,0.821,10.855,93,10.5,27.78
2896.774,-0.067,0.862,10.852,90,10.5,27.67
2896.839,-0.051,0.829,10.85,90,10.5,27.77
2896.903,-0.001,0.847,10.849,90,10.49,27.9
2896.968,-0.054,0.948,10.846,90,10.5,27.95
2897.032,-0.048,0.917,10.845,90,10.49,28.07
2897.097,0.087,0.945,10.842,90,10.5,28.27
2897.161,-0.032,0.834,10.839,90,10.5,28.46
2897.226,0.088,0.842,10.837,90,10.5,28.76
2897.29,0.253,0.842,10.83,90,10.5,29.17
2897.355,-0.035,0.811,10.825,90,10.49,29.4
2897.419,-0.046,0.733,10.827,91,10.5,29.71
2897.484,-0.033,0.852,10.831,91,10.5,30.1
2897.548,0.02,0.71,10.834,91,10.51,30.46
2897.613,-0.116,0.8,10.834,91,10.5,30.62
2897.677,0.154,0.852,10.83,91,10.5,30.67
2897.742,-0.064,0.948,10.829,91,10.49,31.12
2897.806,0.037,0.919,10.826,91,10.5,31.92
2897.871,0.273,0.912,10.824,91,10.49,32.35
2897.935,0.06,0.927,10.822,91,10.5,31.94
2898,-0.018,0.901,10.82,99,10.5,31.43
2898.065,-0.03,0.896,10.817,99,10.5,31.42
2898.129,0.028,0.919,10.815,99,10.5,31.51
2898.194,0.017,1.018,10.812,99,10.5,31.19
2898.258,-0.086,0.893,10.805,99,10.5,30.87
2898.323,0.188,0.787,10.804,99,10.49,30.92
2898.387,-0.031,0.966,10.801,99,10.49,30.73
2898.452,0.109,0.699,10.799,99,10.49,30.2
2898.516,0.304,0.777,10.796,99,10.5,29.9
2898.581,0.029,0.844,10.795,99,10.49,29.53
2898.645,-0.021,0.787,10.794,95,10.49,29.17
2898.71,0.001,0.769,10.791,95,10.5,29.06
2898.774,0.064,0.961,10.789,95,10.5,29.19
2898.839,-0.065,0.951,10.789,95,10.5,29.23
2898.903,0.228,1.052,10.789,95,10.5,29.04
2898.968,-0.117,0.958,10.789,95,10.49,29.02
2899.032,0.023,1.015,10.791,95,10.49,29.15
2899.097,0.231,0.875,10.792,95,10.49,29.06
2899.161,0.18,0.741,10.795,95,10.49,28.76
2899.226,-0.018,0.777,10.8,95,10.5,28.47
2899.29,-0.033,0.917,10.807,97,10.49,28.42
2899.355,-0.016,0.787,10.816,97,10.49,28.59
2899.419,0.04,0.969,10.823,97,10.5,28.8
2899.484,-0.1,0.782,10.832,97,10.5,28.84
2899.548,0.164,0.785,10.841,97,10.5,28.79
2899.613,-0.058,0.971,10.851,97,10.5,28.75
2899.677,0.008,0.914,10.86,97,10.5,28.59
2899.742,0.262,0.891,10.868,97,10.49,28.47
2899.806,0.115,0.901,10.875,97,10.5,28.47
2899.871,-0.055,0.767,10.884,94,10.49,28.49
2899.935,-0.021,1.212,10.89,94,10.5,28.46
2900,-0.018,1.549,10.897,94,10.5,28.47
2900.065,0,1.018,10.901,94,10.5,28.41
2900.129,-0.133,0.808,10.904,94,10.49,28.36
2900.194,0.139,0.893,10.909,94,10.5,28.44
2900.258,-0.071,0.837,10.914,94,10.49,28.6
2900.323,0.04,0.883,10.918,94,10.5,28.68
2900.387,0.259,0.79,10.917,94,10.49,28.72
2900.452,-0.004,0.943,10.918,94,10.49,28.54
2900.516,-0.043,0.961,10.919,95,10.49,28.34
2900.581,-0.058,0.886,10.921,95,10.49,28.41
2900.645,0.008,0.899,10.923,95,10.5,28.51
2900.71,-0.001,0.878,10.923,95,10.49,28.43
2900.774,-0.115,0.901,10.922,95,10.5,28.34
2900.839,0.087,0.979,10.923,95,10.49,28.36
2900.903,-0.067,1.015,10.923,95,10.5,28.67
2900.968,0.089,1.023,10.922,95,10.49,29.26
2901.032,0.251,0.837,10.921,95,10.49,29.68
2901.097,-0.031,0.896,10.919,95,10.49,29.98
2901.161,-0.062,0.956,10.91,95,10.49,30.09
2901.226,-0.009,0.87,10.899,95,10.49,30.31
2901.29,-0.006,1.013,10.89,95,10.49,30.26
2901.355,-0.137,0.987,10.883,95,10.49,30.37
2901.419,0.174,0.87,10.875,95,10.49,30.68
2901.484,-0.05,0.888,10.867,95,10.49,31.1
2901.548,0.061,0.761,10.858,95,10.49,31.44
2901.613,0.254,1.013,10.85,95,10.48,31.73
2901.677,-0.026,0.86,10.842,95,10.49,32.13
2901.742,-0.058,0.943,10.833,101,10.49,32.43
2901.806,-0.033,0.924,10.827,101,10.48,32.61
2901.871,0.021,0.803,10.821,101,10.49,32.77
2901.935,-0.12,1,10.82,101,10.49,32.92
2902,0.164,0.914,10.834,101,10.48,33.12
2902.065,-0.096,0.935,10.848,101,10.49,33.23
2902.129,0.019,0.951,10.855,101,10.49,33.25
2902.194,0.246,0.893,10.859,101,10.49,33.1
2902.258,0.055,0.893,10.861,101,10.49,32.79
2902.323,-0.059,0.989,10.861,100,10.49,32.42
2902.387,-0.029,0.893,10.857,100,10.49,32.16
2902.452,0.031,1.121,10.855,100,10.49,31.93
2902.516,0.218,1.057,10.85,100,10.49,31.59
2902.581,-0.135,0.997,10.843,100,10.48,31.19
2902.645,-0.047,0.953,10.837,100,10.49,30.96
2902.71,0.178,1.171,10.832,111,10.49,30.9
2902.774,0.173,0.932,10.826,111,10.48,30.62
2902.839,-0.053,0.842,10.826,111,10.49,30.27
2902.903,-0.053,0.862,10.822,111,10.49,30.26
2902.968,-0.001,0.945,10.818,111,10.49,29.98
2903.032,0.018,0.79,10.812,111,10.5,29.96
2903.097,-0.124,0.919,10.807,111,10.48,30.05
2903.161,0.175,0.927,10.806,111,10.49,30.1
2903.226,-0.058,1.038,10.802,111,10.49,29.88
2903.29,0.068,0.875,10.801,111,10.49,29.63
2903.355,0.279,0.813,10.804,111,10.49,29.36
2903.419,0.014,0.943,10.804,111,10.49,29.3
2903.484,-0.045,0.906,10.804,97,10.49,29.27
2903.548,0.032,0.777,10.81,97,10.49,29.21
2903.613,-0.068,0.88,10.816,97,10.49,29.25
2903.677,0.139,1.129,10.826,97,10.49,29.08
2903.742,-0.099,0.868,10.835,97,10.49,28.82
2903.806,-0.033,0.953,10.858,97,10.48,28.56
2903.871,0.133,0.883,10.873,109,10.48,28.63
2903.935,0.196,0.834,10.888,109,10.49,28.77
2904,-0.047,0.997,10.897,109,10.48,28.8
2904.065,-0.068,0.932,10.904,109,10.48,28.67
2904.129,-0.054,0.919,10.912,109,10.48,28.46
2904.194,0.021,0.723,10.919,109,10.49,28.23
2904.258,-0.089,0.868,10.925,109,10.48,28.05
2904.323,0.192,0.761,10.931,109,10.48,27.91
2904.387,-0.141,0.811,10.936,109,10.49,27.86
2904.452,-0.046,0.935,10.939,109,10.48,27.78
2904.516,0.167,0.821,10.944,93,10.49,27.81
2904.581,0.179,0.839,10.948,93,10.48,28.03
2904.645,-0.067,0.979,10.951,93,10.48,28.27
2904.71,-0.073,0.987,10.957,93,10.48,28.5
2904.774,-0.033,0.979,10.961,93,10.49,28.78
2904.839,-0.022,0.862,10.964,93,10.48,29.04
2904.903,-0.15,0.811,10.966,93,10.49,29.03
2904.968,0.125,0.862,10.968,93,10.48,29.23
2905.032,-0.098,0.764,10.969,93,10.48,29.75
2905.097,-0.013,1.018,10.97,93,10.48,30.12
2905.161,0.219,0.792,10.973,97,10.48,30.33
2905.226,-0.026,0.689,10.973,97,10.49,30.48
2905.29,-0.12,0.813,10.973,97,10.49,30.74
2905.355,-0.092,0.917,10.976,97,10.49,30.93
2905.419,-0.021,1.041,10.978,97,10.49,31.06
2905.484,-0.153,0.837,10.978,97,10.48,31.19
2905.548,0.118,1.013,10.978,97,10.48,31.77
2905.613,-0.184,0.904,10.975,97,10.48,32.14
2905.677,-0.091,0.912,10.971,97,10.48,32.11
2905.742,0.157,0.976,10.97,100,10.46,32.04
2905.806,0.043,1.005,10.97,100,10.48,32.31
2905.871,-0.142,1.015,10.966,100,10.48,32.46
2905.935,-0.096,0.971,10.96,100,10.48,32.45
2906,-0.014,0.912,10.951,100,10.48,32.35
2906.065,-0.142,0.86,10.945,100,10.48,32.18
2906.129,0.174,1.098,10.939,100,10.48,32.01
2906.194,-0.206,0.795,10.934,100,10.48,31.83
2906.258,-0.082,0.943,10.932,100,10.48,31.81
2906.323,0.139,0.712,10.929,101,10.46,31.68
2906.387,0.102,0.922,10.924,101,10.48,31.47
2906.452,-0.084,0.842,10.918,101,10.48,31.24
2906.516,-0.091,1.002,10.914,101,10.48,30.99
2906.581,-0.055,1.171,10.909,101,10.48,30.69
2906.645,-0.031,1.212,10.907,101,10.48,30.58
2906.71,-0.164,0.919,10.902,101,10.48,30.66
2906.774,0.149,0.901,10.897,101,10.46,30.64
2906.839,-0.096,1.277,10.892,101,10.46,30.38
2906.903,0.026,1.036,10.889,101,10.46,30.1
2906.968,0.257,0.844,10.901,97,10.46,29.88
2907.032,-0.008,1,10.924,97,10.48,29.8
2907.097,-0.083,0.891,10.933,97,10.46,29.68
2907.161,-0.05,0.805,10.934,97,10.48,29.58
2907.226,-0.017,0.798,10.943,97,10.48,29.51
2907.29,-0.007,0.948,10.947,97,10.49,29.35
2907.355,-0.12,0.821,10.949,97,10.46,29.33
2907.419,0.174,0.969,10.953,97,10.48,29.54
2907.484,-0.069,0.888,10.953,97,10.48,29.79
2907.548,0.074,0.932,10.95,97,10.49,29.96
2907.613,0.282,0.969,10.947,97,10.48,29.81
2907.677,0.012,1.033,10.946,97,10.48,29.59
2907.742,-0.047,0.886,10.946,93,10.48,29.53
2907.806,-0.034,1.031,10.946,93,10.48,29.62
2907.871,-0.03,0.971,10.948,93,10.48,29.6
2907.935,0.029,0.862,10.948,93,10.48,29.33
2908,-0.067,0.912,10.95,93,10.48,29.13
2908.065,0.187,0.922,10.951,93,10.48,29.13
2908.129,-0.111,0.72,10.956,93,10.48,29.35
2908.194,-0.005,1.02,10.959,93,10.48,29.16
2908.258,0.196,0.956,10.963,88,10.48,28.87
2908.323,0.156,0.862,10.969,88,10.48,28.77
2908.387,-0.063,0.974,10.971,88,10.48,28.79
2908.452,-0.042,0.891,10.975,88,10.48,28.79
2908.516,-0.02,0.914,10.978,88,10.48,28.77
2908.581,0.028,1.01,10.981,88,10.48,28.71
2908.645,-0.069,1.028,10.984,88,10.48,28.6
2908.71,0.195,0.992,10.986,88,10.48,28.41
2908.774,-0.146,1,10.991,88,10.48,28.32
2908.839,-0.005,0.855,10.994,88,10.48,28.28
2908.903,0.179,0.87,10.996,91,10.48,28.3
2908.968,0.196,0.87,11,91,10.48,28.33
2909.032,-0.035,0.785,11,91,10.48,28.6
2909.097,-0.043,0.821,11,91,10.48,28.85
2909.161,-0.039,0.79,11.001,91,10.46,29.02
2909.226,0.014,1.064,11.003,91,10.46,28.82
2909.29,-0.032,0.777,11.005,91,10.48,28.41
2909.355,-0.038,0.963,11.005,91,10.48,28.21
2909.419,0.072,0.844,11.005,91,10.48,28.14
2909.484,-0.042,0.803,11.005,91,10.48,28.2
2909.548,0.106,0.919,11.006,91,10.48,28.25
2909.613,0.254,0.935,11.009,91,10.48,28.36
2909.677,-0.017,0.979,11.011,91,10.48,28.24
2909.742,-0.056,0.899,11.008,90,10.48,28.21
2909.806,-0.023,0.997,11.004,90,10.48,28.45
2909.871,0.021,0.943,10.999,90,10.48,28.6
2909.935,-0.131,0.979,10.995,90,10.48,28.6
2910,0.125,0.868,10.991,90,10.48,28.82
2910.065,-0.106,0.896,10.986,90,10.48,29.15
2910.129,-0.014,0.927,10.981,90,10.48,29.52
2910.194,0.21,0.943,10.976,99,10.48,29.79
2910.258,0.042,0.831,10.971,99,10.48,30.1
2910.323,-0.093,0.839,10.969,99,10.48,30.28
2910.387,-0.065,0.782,10.961,99,10.48,30.45
2910.452,0.001,0.792,10.958,99,10.48,30.52
2910.516,-0.127,0.831,10.951,99,10.48,30.62
2910.581,0.183,0.997,10.947,99,10.48,30.8
2910.645,-0.195,1.046,10.942,99,10.48,31.12
2910.71,-0.055,1.062,10.937,99,10.48,31.45
2910.774,0.138,0.875,10.93,100,10.48,31.65
2910.839,0.119,0.917,10.926,100,10.48,31.94
2910.903,-0.084,0.893,10.92,100,10.48,32.26
2910.968,-0.078,1.013,10.917,100,10.48,32.32
2911.032,-0.005,0.769,10.912,100,10.48,32.57
2911.097,-0.128,0.792,10.909,100,10.48,32.5
2911.161,0.181,0.917,10.906,100,10.48,32.53
2911.226,-0.184,1.046,10.904,100,10.48,32.66
2911.29,-0.073,0.772,10.899,100,10.48,32.88
2911.355,0.154,1.196,10.897,103,10.48,33.38
2911.419,-0.027,0.909,10.893,103,10.48,33.65
2911.484,-0.108,0.891,10.889,103,10.48,33.61
2911.548,-0.097,1.067,10.888,103,10.48,33.36
2911.613,-0.003,1.057,10.884,103,10.48,33.12
2911.677,-0.116,0.917,10.881,103,10.48,32.82
2911.742,0.176,0.917,10.874,103,10.48,32.3
2911.806,-0.148,0.997,10.874,103,10.48,32.27
2911.871,-0.022,0.811,10.872,103,10.48,32.15
2911.935,0.159,0.906,10.867,103,10.48,31.93
2912,0.101,0.855,10.864,103,10.48,31.81
2912.065,-0.086,0.8,10.86,103,10.48,31.73
2912.129,-0.077,0.8,10.852,103,10.48,31.6
2912.194,0.002,0.966,10.847,103,10.48,31.34
2912.258,-0.084,0.875,10.841,103,10.48,30.89
2912.323,0.171,0.992,10.833,103,10.48,30.49
2912.387,-0.123,0.816,10.826,103,10.48,30.31
2912.452,-0.042,0.927,10.82,103,10.48,30.15
2912.516,0.144,0.88,10.812,101,10.48,30.06
2912.581,0.175,1.106,10.807,101,10.46,29.92
2912.645,-0.06,1.023,10.802,101,10.48,29.8
2912.71,-0.065,0.904,10.8,101,10.48,29.68
2912.774,-0.04,0.834,10.795,101,10.46,29.66
2912.839,0.006,1.007,10.787,101,10.46,29.64
2912.903,-0.118,1.088,10.787,101,10.45,29.24
2912.968,0.152,1.031,10.797,101,10.48,28.74
2913.032,-0.085,0.896,10.81,101,10.48,28.54
2913.097,0.022,0.808,10.82,101,10.49,28.29
2913.161,0.256,0.974,10.827,101,10.48,27.9
2913.226,0.097,0.873,10.836,101,10.48,28.11
2913.29,-0.062,0.938,10.843,96,10.48,28.75
2913.355,-0.053,0.893,10.853,96,10.46,29.13
2913.419,-0.044,0.932,10.862,96,10.46,28.98
2913.484,0.022,0.883,10.87,96,10.46,28.8
2913.548,-0.088,0.992,10.878,96,10.46,28.77
2913.613,0.186,1,10.885,96,10.46,28.67
2913.677,-0.118,0.943,10.893,96,10.46,28.55
2913.742,-0.023,0.893,10.897,96,10.46,28.4
2913.806,0.207,0.868,10.899,96,10.48,28.27
2913.871,0.138,0.86,10.904,96,10.46,28.16
2913.935,-0.068,0.938,10.91,90,10.48,28.3
2914,-0.057,0.919,10.913,90,10.48,28.41
2914.065,-0.069,0.87,10.917,90,10.48,28.52
2914.129,-0.048,0.899,10.918,90,10.46,28.37
2914.194,-0.026,0.961,10.918,90,10.46,28.24
2914.258,-0.142,0.93,10.921,90,10.48,28.37
2914.323,0.128,0.924,10.923,90,10.46,28.33
2914.387,-0.1,0.865,10.922,90,10.48,28.27
2914.452,0,0.93,10.922,90,10.46,28.17
2914.516,0.232,0.909,10.921,87,10.48,28.39
2914.581,-0.012,0.963,10.921,87,10.46,28.59
2914.645,-0.108,0.953,10.918,87,10.46,28.5
2914.71,-0.082,0.904,10.914,87,10.46,28.35
2914.774,-0.093,0.888,10.909,87,10.46,28.1
2914.839,-0.026,0.987,10.907,87,10.46,28.04
2914.903,-0.147,1.023,10.902,87,10.46,28.12
2914.968,0.095,0.782,10.899,87,10.48,28.21
2915.032,-0.15,0.707,10.896,87,10.46,28.09
2915.097,-0.074,0.919,10.893,87,10.46,27.99
2915.161,0.163,0.767,10.899,90,10.46,28.07
2915.226,0.058,0.831,10.908,90,10.46,28.34
2915.29,-0.125,0.901,10.908,90,10.46,28.53
2915.355,-0.115,1.057,10.904,90,10.46,28.22
2915.419,-0.109,0.93,10.903,90,10.46,27.98
2915.484,-0.104,0.906,10.899,90,10.46,28.18
2915.548,-0.072,0.982,10.897,90,10.46,28.24
2915.613,-0.169,0.886,10.892,90,10.46,28.29
2915.677,0.092,1.049,10.887,90,10.46,28.42
2915.742,-0.108,0.824,10.882,90,10.46,28.68
2915.806,-0.012,0.862,10.879,90,10.46,28.83
2915.871,0.212,0.94,10.877,87,10.46,28.99
2915.935,-0.04,0.997,10.874,87,10.46,29.34
2916,-0.109,0.976,10.873,87,10.46,29.67
2916.065,-0.078,0.782,10.872,87,10.46,29.89
2916.129,-0.016,0.914,10.871,87,10.46,30
2916.194,-0.133,0.798,10.868,87,10.46,30.16
2916.258,0.136,0.943,10.868,87,10.46,30.43
2916.323,-0.157,0.938,10.868,87,10.46,30.7
2916.387,-0.04,0.914,10.868,87,10.46,30.93
2916.452,0.184,0.904,10.87,99,10.48,31.28
2916.516,0.054,0.909,10.874,99,10.46,31.76
2916.581,-0.111,0.956,10.878,99,10.48,31.97
2916.645,-0.09,0.909,10.874,99,10.46,32.01
2916.71,-0.05,0.94,10.873,99,10.46,32.16
2916.774,-0.045,0.945,10.871,99,10.46,32.27
2916.839,-0.148,1.005,10.871,99,10.46,32.17
2916.903,0.148,0.899,10.867,99,10.46,32.03
2916.968,-0.116,0.904,10.864,99,10.46,31.83
2917.032,0.023,0.855,10.862,99,10.46,31.56
2917.097,0.241,0.855,10.857,96,10.46,31.26
2917.161,-0.036,1.129,10.855,96,10.46,31.21
2917.226,-0.094,0.997,10.85,96,10.46,31.1
2917.29,-0.058,0.956,10.846,96,10.46,30.67
2917.355,-0.004,1.059,10.84,96,10.46,30.27
2917.419,-0.117,1.01,10.837,96,10.46,29.96
2917.484,0.151,0.837,10.832,96,10.46,29.92
2917.548,-0.151,1.044,10.83,96,10.46,30
2917.613,-0.064,1.067,10.825,96,10.46,29.81
2917.677,0.169,0.88,10.82,96,10.46,29.49
2917.742,0.185,0.829,10.815,96,10.46,29.32
2917.806,-0.08,0.842,10.811,96,10.46,29.25
2917.871,-0.072,0.857,10.806,96,10.46,29.15
2917.935,-0.052,0.844,10.8,96,10.46,29.11
2918,0.004,0.826,10.795,96,10.46,29.1
2918.065,-0.102,0.873,10.791,96,10.46,29.05
2918.129,0.188,0.829,10.785,96,10.46,28.94
2918.194,-0.16,0.821,10.78,96,10.46,28.85
2918.258,-0.035,1.049,10.775,96,10.46,28.81
2918.323,0.193,1.01,10.769,94,10.46,28.65
2918.387,0.165,0.86,10.763,94,10.46,28.6
2918.452,-0.074,1.114,10.758,94,10.46,28.71
2918.516,-0.057,0.883,10.753,94,10.46,28.64
2918.581,-0.033,1.137,10.746,94,10.46,28.43
2918.645,0.02,0.945,10.74,94,10.46,28.3
2918.71,-0.12,0.839,10.737,94,10.46,28.33
2918.774,0.119,1.005,10.734,94,10.46,28.44
2918.839,-0.078,0.969,10.732,94,10.46,28.43
2918.903,0.007,1.072,10.732,94,10.45,28.36
2918.968,0.267,0.86,10.732,95,10.46,28.32
2919.032,0.091,0.8,10.733,95,10.46,28.31
2919.097,-0.057,0.969,10.738,95,10.46,28.33
2919.161,-0.044,0.767,10.74,95,10.46,28.25
2919.226,-0.03,0.935,10.746,95,10.46,28.22
2919.29,0.026,1.101,10.753,95,10.46,28.17
2919.355,-0.115,1.002,10.759,95,10.46,28.32
2919.419,0.152,0.945,10.765,95,10.46,28.5
2919.484,-0.063,0.886,10.773,95,10.46,28.63
2919.548,0.048,0.912,10.778,95,10.46,28.79
2919.613,0.244,1.054,10.785,95,10.46,28.96
2919.677,0.087,0.899,10.792,95,10.46,28.8
2919.742,-0.065,0.86,10.797,93,10.46,28.81
2919.806,-0.037,0.989,10.802,93,10.46,29
2919.871,0.036,0.831,10.807,93,10.45,29.31
2919.935,-0.054,0.847,10.812,93,10.45,29.18
2920,0.135,0.844,10.815,93,10.46,29.23
2920.065,-0.075,0.818,10.82,93,10.46,29.5
2920.129,0.123,0.951,10.825,93,10.46,29.84
2920.194,0.21,0.961,10.83,93,10.46,30.02
2920.258,0.196,0.912,10.835,93,10.46,30.07
2920.323,-0.041,1.028,10.838,93,10.46,30.25
2920.387,-0.045,0.917,10.841,97,10.46,30.34
2920.452,-0.053,1.005,10.848,97,10.46,29.91
2920.516,-0.016,0.85,10.85,97,10.46,29.88
2920.581,-0.036,0.917,10.855,97,10.46,29.7
2920.645,-0.075,0.922,10.862,97,10.46,29.56
2920.71,0.109,0.865,10.867,97,10.45,29.45
2920.774,-0.073,0.837,10.868,97,10.45,29.29
2920.839,0.081,0.837,10.868,97,10.45,29.16
2920.903,0.258,0.785,10.867,97,10.46,29.03
2920.968,-0.025,0.772,10.867,97,10.46,28.76
2921.032,-0.066,0.943,10.866,91,10.46,28.47
2921.097,-0.038,0.901,10.864,91,10.45,28.37
2921.161,0.033,0.953,10.862,91,10.46,28.38
2921.226,-0.108,0.865,10.857,91,10.46,28.33
2921.29,0.17,0.873,10.855,91,10.46,28.28
2921.355,-0.151,0.951,10.851,91,10.46,28.44
2921.419,-0.043,0.901,10.847,91,10.46,28.61
2921.484,0.165,0.94,10.845,95,10.46,28.55
2921.548,0.169,0.862,10.84,95,10.45,28.51
2921.613,-0.09,0.852,10.835,95,10.45,28.72
2921.677,-0.093,0.94,10.832,95,10.45,28.91
2921.742,-0.094,1.023,10.827,95,10.46,28.74
2921.806,-0.072,0.917,10.822,95,10.46,28.47
2921.871,-0.034,0.943,10.818,95,10.46,28.14
2921.935,-0.146,0.896,10.812,95,10.45,27.8
2922,0.099,0.715,10.807,95,10.45,27.75
2922.065,-0.095,0.951,10.802,95,10.45,27.85
2922.129,0.031,0.795,10.797,95,10.45,27.87
2922.194,0.225,0.966,10.792,89,10.45,27.77
2922.258,-0.028,0.927,10.787,89,10.45,27.98
2922.323,-0.099,0.997,10.785,89,10.46,28.06
2922.387,-0.075,0.88,10.78,89,10.46,28.05
2922.452,0.01,0.984,10.776,89,10.46,27.97
2922.516,-0.127,0.821,10.774,89,10.46,27.84
2922.581,0.14,1.028,10.772,89,10.46,27.87
2922.645,-0.18,0.945,10.772,89,10.46,28.12
2922.71,-0.063,0.805,10.772,89,10.46,28.4
2922.774,0.138,0.811,10.772,96,10.46,28.58
2922.839,0.14,0.93,10.772,96,10.45,28.78
2922.903,-0.107,0.844,10.775,96,10.45,28.76
2922.968,-0.093,0.857,10.777,96,10.45,28.55
2923.032,-0.088,0.958,10.781,96,10.46,28.38
2923.097,-0.039,1.083,10.785,96,10.46,28.38
2923.161,-0.085,0.979,10.789,96,10.45,28.19
2923.226,-0.039,0.865,10.792,96,10.45,27.95
2923.29,0.004,0.992,10.795,96,10.45,28
2923.355,-0.057,0.886,10.799,96,10.45,28.07
2923.419,0.087,0.961,10.802,91,10.45,27.87
2923.484,0.225,0.992,10.804,91,10.46,27.44
2923.548,-0.044,1.072,10.806,91,10.46,27.19
2923.613,-0.067,0.857,10.81,91,10.46,27.33
2923.677,-0.037,0.93,10.811,91,10.46,27.65
2923.742,0.018,0.878,10.811,91,10.45,27.81
2923.806,-0.1,0.79,10.811,91,10.45,27.98
2923.871,0.146,0.961,10.811,91,10.45,28.22
2923.935,-0.108,0.751,10.811,91,10.45,28.22
2924,-0.015,0.787,10.809,91,10.45,28.17
2924.065,0.209,0.857,10.809,96,10.45,28.19
2924.129,0.096,1.002,10.806,96,10.46,28.23
2924.194,-0.066,0.958,10.804,96,10.45,28.33
2924.258,-0.074,0.862,10.8,96,10.45,28.42
2924.323,-0.046,1.064,10.797,96,10.45,28.41
2924.387,0.001,1.178,10.794,96,10.46,28.49
2924.452,-0.12,0.919,10.792,96,10.46,28.57
2924.516,0.128,0.85,10.789,96,10.45,28.7
2924.581,-0.079,1.028,10.785,96,10.46,28.93
2924.645,0.015,1.046,10.782,96,10.45,29.27
2924.71,0.253,0.829,10.777,95,10.45,29.75
2924.774,0.064,0.951,10.775,95,10.45,29.97
2924.839,-0.077,1.072,10.77,95,10.45,30.1
2924.903,-0.021,0.816,10.767,95,10.45,30.37
2924.968,0.041,0.805,10.763,95,10.45,30.56
2925.032,-0.121,0.958,10.762,95,10.46,30.31
2925.097,0.187,1.093,10.758,95,10.46,30.3
2925.161,-0.071,1.147,10.755,95,10.45,30.89
2925.226,-0.008,1.828,10.75,95,10.45,31.17
2925.29,0.211,1.054,10.748,101,10.44,30.95
2925.355,0.072,0.831,10.741,101,10.45,30.78
2925.419,-0.051,0.93,10.738,101,10.45,30.72
2925.484,-0.05,1.083,10.734,101,10.45,30.36
2925.548,-0.017,0.888,10.73,101,10.45,29.76
2925.613,0.001,0.834,10.727,101,10.45,29.64
2925.677,-0.126,0.779,10.723,101,10.45,29.97
2925.742,0.176,0.878,10.72,101,10.44,29.85
2925.806,-0.07,1.005,10.717,101,10.45,29.24
2925.871,0.042,0.989,10.712,101,10.45,28.64
2925.935,0.268,0.733,10.71,95,10.45,28.43
2926,-0.012,0.899,10.707,95,10.45,28.5
2926.065,-0.09,0.912,10.7,95,10.45,28.46
2926.129,-0.072,1.005,10.697,95,10.45,28.31
2926.194,-0.016,0.945,10.693,95,10.44,28.39
2926.258,-0.172,0.816,10.682,95,10.44,28.51
2926.323,0.086,1.153,10.668,95,10.44,28.33
2926.387,-0.18,0.997,10.653,95,10.44,28.18
2926.452,-0.077,1.077,10.641,95,10.45,27.99
2926.516,0.138,0.932,10.628,99,10.45,27.78
2926.581,-0.073,0.943,10.616,99,10.44,27.78
2926.645,-0.157,0.932,10.603,99,10.44,27.97
2926.71,-0.153,0.891,10.595,99,10.44,28.49
2926.774,-0.131,1.031,10.584,99,10.44,28.95
2926.839,-0.096,0.824,10.576,99,10.43,29.1
